118,English,Negative,1,1,Administration,Paperwork was slow and required multiple follow-ups. 
119,English,Neutral,0,0,Laboratories,Scheduling was tight but workable.
120,English,Neutral,0,0,Guidance/Counseling,Services existed if you reached out. 
121,English,Neutral,0,0,Finance/Scholarships,Refunds took time but were processed. 
122,English,Neutral,0,0,Registrar,Processing time varied by month. 
123,English,Neutral,0,0,Clinic,Check-ups were short but sufficient. 
124,English,Positive,2,2,Laboratories,Labs had updated equipment for core courses. 
125,English,Negative,1,1,Registrar,Inconsistent requirements depending on who you ask. 
126,English,Negative,1,1,Guidance/Counseling,Slots filled up fast during exam weeks.
127,English,Negative,1,1,Registrar,Inconsistent requirements depending on who you ask. 
128,English,Positive,2,2,Faculty,Feedback on outputs was timely and constructive. 
129,English,Neutral,0,0,Faculty,Instructions were clear when rubrics were provided. 
130,English,Neutral,0,0,Administration,Most forms were available but required signatures across offices. 
131,English,Neutral,0,0,Finance/Scholarships,Scholarship slots were limited but clear. 
132,English,Negative,1,1,Finance/Scholarships,Billing statements had occasional discrepancies. 
133,English,Negative,1,1,Registrar,Document release took longer than the posted timeline. 
134,English,Neutral,0,0,Library,Resources were basic but useful.
135,English,Negative,1,1,Guidance/Counseling,Follow-up emails were easy to miss.
136,English,Neutral,0,0,Faculty,Instructions were clear when rubrics were provided. 
137,English,Negative,1,1,Library,Catalog search was sometimes down. 
138,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent."
139,English,Positive,2,2,Administration,Admin staff were responsive during deadlines.
140,English,Positive,2,2,Library,E-resources were accessible off-campus.
141,English,Positive,2,2,Laboratories,Safety protocols were enforced well. 
142,English,Negative,1,1,Laboratories,Some equipment was shared among too many sections. 
143,English,Negative,1,1,EDP,System errors from EDP caused delays. 
144,English,Neutral,0,0,Library,Library rules were enforced fairly. 
145,English,Positive,2,2,Clinic,Clinic was clean and well-stocked. 
146,English,Positive,2,2,SAO,Helpful and approachable SAO staff. 
147,English,Positive,2,2,Faculty,Feedback on outputs was timely and constructive. 
148,English,Neutral,0,0,Administration,Most forms were available but required signatures across offices. 
149,English,Positive,2,2,Library,E-resources were accessible off-campus.
150,English,Negative,1,1,SAO,Limited guidance for new organizations. 
151,English,Positive,2,2,Library,E-resources were accessible off-campus.
152,English,Negative,1,1,Clinic,Limited operating hours for the clinic. 
153,English,Neutral,0,0,Laboratories,Lab time was adequate for basic competencies. 
154,English,Positive,2,2,Library,Extended hours during finals were a big help. 
155,English,Negative,1,1,Finance/Scholarships,Billing statements had occasional discrepancies. 
156,English,Negative,1,1,Guidance/Counseling,Follow-up emails were easy to miss. 
157,English,Neutral,0,0,Finance/Scholarships,Scholarship slots were limited but clear. 
158,English,Negative,1,1,EDP,Staff were sometimes unavailable for urgent fixes. 
159,English,Neutral,0,0,Finance/Scholarships,Refunds took time but were processed. 
160,English,Neutral,0,0,EDP,Services were standard for a school this size. 
161,English,Positive,2,2,SAO,Quick processing of student org requirements. 
162,English,Negative,1,1,EDP,Staff were sometimes unavailable for urgent fixes. 
163,English,Negative,1,1,Library,Limited copies of required books. 
164,English,Negative,1,1,SAO,Slow processing of event permits. 
165,English,Negative,1,1,Finance/Scholarships,Deadlines were strict with little leeway.
166,English,Negative,1,1,EDP,Staff were sometimes unavailable for urgent fixes. 
167,English,Negative,1,1,Administration,Announcements came late and caused confusion. 
168,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. "
169,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
170,English,Positive,2,2,SAO,Helpful and approachable SAO staff.
171,English,Negative,1,1,Library,Limited copies of required books. 
172,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
173,English,Negative,1,1,Library,Limited copies of required books. 
174,English,Positive,2,2,SAO,SAO organized student events well. 
175,English,Neutral,0,0,Finance/Scholarships,Refunds took time but were processed. 
176,English,Negative,1,1,Laboratories,Aircon was inconsistent in certain labs.
177,English,Positive,2,2,Library,E-resources were accessible off-campus. 
178,English,Positive,2,2,Finance/Scholarships,Discounts were communicated early. 
179,English,Positive,2,2,Faculty,Mentors encouraged research and internships.
180,English,Positive,2,2,Library,Extended hours during finals were a big help. 
181,English,Positive,2,2,Faculty,Professors were approachable and industry-experienced. 
182,English,Negative,1,1,Guidance/Counseling,Some sessions felt too brief. 
183,English,Positive,2,2,SAO,Helpful and approachable SAO staff.
184,English,Negative,1,1,Clinic,Limited operating hours for the clinic. 
185,English,Neutral,0,0,SAO,Interactions were straightforward. 
186,English,Negative,1,1,Administration,Some offices were understaffed during peak periods. 
187,English,Negative,1,1,Clinic,Small space made it crowded at times. 
188,English,Neutral,0,0,Finance/Scholarships,Scholarship slots were limited but clear. 
189,English,Negative,1,1,Laboratories,Some equipment was shared among too many sections. 
190,English,Positive,2,2,Clinic,Quick response to minor health concerns. 
191,English,Positive,2,2,EDP,System updates were timely and reduced errors. 
192,English,Negative,1,1,EDP,Staff were sometimes unavailable for urgent fixes. 
193,English,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable. 
194,English,Neutral,0,0,Administration,Most forms were available but required signatures across offices.
195,English,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable. 
196,English,Neutral,0,0,EDP,Response times varied depending on the season. 
197,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. "
198,English,Negative,1,1,Library,Limited copies of required books. 
199,English,Negative,1,1,Laboratories,Broken apparatus took time to replace.
200,English,Negative,1,1,Clinic,Limited operating hours for the clinic. 
201,English,Positive,2,2,Administration,Policy updates were communicated clearly. 
202,English,Negative,1,1,Finance/Scholarships,Billing statements had occasional discrepancies. 
203,English,Neutral,0,0,Finance/Scholarships,Scholarship slots were limited but clear. 
204,English,Positive,2,2,Faculty,Feedback on outputs was timely and constructive. 
205,English,Negative,1,1,Laboratories,Broken apparatus took time to replace. 
206,English,Positive,2,2,Laboratories,Safety protocols were enforced well. 
207,English,Neutral,0,0,Laboratories,Scheduling was tight but workable. 
208,English,Negative,1,1,Guidance/Counseling,Slots filled up fast during exam weeks. 
209,English,Negative,1,1,Finance/Scholarships,Deadlines were strict with little leeway.
210,English,Positive,2,2,Faculty,Mentors encouraged research and internships. 
211,English,Negative,1,1,SAO,Slow processing of event permits. 
212,English,Negative,1,1,Administration,Announcements came late and caused confusion.
213,English,Neutral,0,0,Guidance/Counseling,Scheduling required advance planning. 
214,English,Positive,2,2,Guidance/Counseling,Workshops on stress management helped a lot.
215,English,Negative,1,1,Guidance/Counseling,Follow-up emails were easy to miss. 
216,English,Neutral,0,0,Laboratories,Lab time was adequate for basic competencies.
217,English,Negative,1,1,Library,Catalog search was sometimes down.
218,English,Positive,2,2,Administration,Processing time improvementd compared to previous years. 
219,English,Negative,1,1,Clinic,Limited operating hours for the clinic. 
220,English,Negative,1,1,Laboratories,Aircon was inconsistent in certain labs.
221,English,Negative,1,1,Clinic,Small space made it crowded at times. 
222,English,Negative,1,1,Library,Limited copies of required books. 
223,English,Positive,2,2,SAO,Quick processing of student org requirements.
224,English,Neutral,0,0,Clinic,Location was convenient within campus. 
225,English,Positive,2,2,Faculty,Mentors encouraged research and internships. 
226,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
227,English,Negative,1,1,Laboratories,Some equipment was shared among too many sections.
228,English,Positive,2,2,Finance/Scholarships,Tuition was affordable and payment plans helped. 
229,English,Negative,1,1,Faculty,Office hours were hard to catch. 
230,English,Positive,2,2,Faculty,Mentors encouraged research and internships.
231,English,Positive,2,2,Registrar,Transcript requests were processed faster than expected. 
232,English,Negative,1,1,Faculty,Office hours were hard to catch. 
233,English,Positive,2,2,EDP,EDP staff processed requests quickly and accurately.
234,English,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable.
235,English,Negative,1,1,Library,Limited copies of required books.
236,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
237,English,Neutral,0,0,Clinic,Check-ups were short but sufficient. 
238,English,Neutral,0,0,SAO,Approvals took varying times. 
239,English,Negative,1,1,Administration,Announcements came late and caused confusion. 
240,English,Positive,2,2,Finance/Scholarships,Tuition was affordable and payment plans helped. 
241,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. "
242,English,Positive,2,2,Laboratories,Labs had updated equipment for core courses. 
243,English,Neutral,0,0,Laboratories,Lab time was adequate for basic competencies. 
244,English,Neutral,0,0,Clinic,Clinic service was adequate for basic needs. 
245,English,Neutral,0,0,Guidance/Counseling,Group sessions were fine for basics. 
246,English,Neutral,0,0,Library,Resources were basic but useful. 
247,English,Negative,1,1,Guidance/Counseling,Follow-up emails were easy to miss. 
248,English,Neutral,0,0,Library,"Printing services worked, with occasional delays. "
249,English,Negative,1,1,Faculty,Office hours were hard to catch. 
250,English,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable. 
251,English,Negative,1,1,SAO,Limited guidance for new organizations. 
252,English,Negative,1,1,Clinic,Limited operating hours for the clinic.
253,English,Positive,2,2,Faculty,Mentors encouraged research and internships. 
254,English,Neutral,0,0,Clinic,Location was convenient within campus. 
255,English,Negative,1,1,Administration,Paperwork was slow and required multiple follow-ups. 
256,English,Positive,2,2,Library,Extended hours during finals were a big help. 
257,English,Neutral,0,0,Registrar,Requirements were standard for most students.
258,English,Positive,2,2,Guidance/Counseling,Clear referral process for specialized support. 
259,English,Positive,2,2,Clinic,Clinic staff were caring and professional.
260,English,Positive,2,2,Administration,Processing time improvementd compared to previous years. 
261,English,Neutral,0,0,Finance/Scholarships,Fees were expected and comparable to peers. 
262,English,Positive,2,2,Administration,Processing time improvementd compared to previous years.
263,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. "
264,English,Positive,2,2,SAO,Quick processing of student org requirements.
265,English,Negative,1,1,Laboratories,Aircon was inconsistent in certain labs.
266,English,Negative,1,1,SAO,Slow processing of event permits. 
267,English,Neutral,0,0,Laboratories,Lab time was adequate for basic competencies. 
268,English,Negative,1,1,Laboratories,Broken apparatus took time to replace.
269,English,Negative,1,1,Guidance/Counseling,Follow-up emails were easy to miss. 
270,English,Positive,2,2,Finance/Scholarships,Discounts were communicated early.
271,English,Neutral,0,0,Guidance/Counseling,Scheduling required advance planning. 
272,English,Neutral,0,0,Guidance/Counseling,Services existed if you reached out.
273,English,Negative,1,1,Laboratories,Broken apparatus took time to replace. 
274,English,Neutral,0,0,Laboratories,Lab time was adequate for basic competencies. 
275,English,Negative,1,1,Clinic,Small space made it crowded at times.
276,English,Positive,2,2,SAO,Helpful and approachable SAO staff. 
277,English,Positive,2,2,Clinic,Clinic was clean and well-stocked.
278,English,Positive,2,2,Guidance/Counseling,Clear referral process for specialized support.
279,English,Neutral,0,0,Faculty,Instructions were clear when rubrics were provided. 
280,English,Positive,2,2,SAO,SAO organized student events well. 
281,English,Neutral,0,0,SAO,SAO communication was average. 
282,English,Negative,1,1,Library,Limited copies of required books.
283,English,Neutral,0,0,EDP,Services were standard for a school this size.
284,English,Neutral,0,0,Library,Resources were basic but useful. 
285,English,Neutral,0,0,Library,"Printing services worked, with occasional delays. "
286,English,Neutral,0,0,Registrar,Email replies were concise but short. 
287,English,Positive,2,2,Faculty,Feedback on outputs was timely and constructive. 
288,English,Negative,1,1,Finance/Scholarships,Deadlines were strict with little leeway. 
289,English,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable.
290,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. "
291,English,Neutral,0,0,SAO,Approvals took varying times.
292,English,Neutral,0,0,Library,"Printing services worked, with occasional delays."
293,English,Positive,2,2,Library,E-resources were accessible off-campus. 
294,English,Neutral,0,0,Registrar,Requirements were standard for most students.
295,English,Positive,2,2,Library,Extended hours during finals were a big help. 
296,English,Negative,1,1,Library,Catalog search was sometimes down. 
297,English,Neutral,0,0,Clinic,Check-ups were short but sufficient. 
298,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
299,English,Negative,1,1,Faculty,Inconsistent grading rubrics across sections. 
300,English,Negative,1,1,Finance/Scholarships,Deadlines were strict with little leeway. 
301,English,Negative,1,1,Laboratories,Some equipment was shared among too many sections.
302,English,Neutral,0,0,Finance/Scholarships,Scholarship slots were limited but clear.
303,English,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent."
304,English,Negative,1,1,SAO,SAO office was sometimes closed during posted hours. 
305,English,Negative,1,1,Clinic,Small space made it crowded at times. 
306,English,Negative,1,1,Registrar,Inconsistent requirements depending on who you ask. 
307,English,Positive,2,2,SAO,SAO organized student events well.
308,English,Neutral,0,0,Clinic,Location was convenient within campus. 
309,English,Negative,1,1,Faculty,Inconsistent grading rubrics across sections. 
310,English,Positive,2,2,Administration,Processing time improvementd compared to previous years. 
311,English,Negative,1,1,Clinic,Small space made it crowded at times. 
312,English,Positive,2,2,Administration,Admin staff were responsive during deadlines. 
313,Mixed,Negative,1,1,Library,Aircon and seating were not enough during peak days. / Kulang ang copies sa required books.
314,Mixed,Negative,1,1,Clinic,Limited operating hours for the clinic. / Gamay ra ang lugar ug dali mapuno.
315,Mixed,Negative,1,1,Faculty,Office hours were hard to catch. / Naay uban magbasa ra sa slides.
316,Mixed,Neutral,0,0,Faculty,"Teaching quality varied, but most were competent. / Depende sa load ang availability."
317,Mixed,Positive,2,2,Faculty,Professors were approachable and industry-experienced. / Approachable ug naay industry experience ang mga prof.
318,Mixed,Negative,1,1,Clinic,Limited operating hours for the clinic. / Limitado ang oras sa operasyon sa clinic.
319,Mixed,Positive,2,2,Administration,Processing time improvementd compared to previous years. / Mas paspas na ang processing kaysa sauna.
320,Mixed,Neutral,0,0,Library,Library rules were enforced fairly. / Muli ang printing usahay.
321,Mixed,Negative,1,1,EDP,System errors from EDP caused delays. / Usahay walay staff para sa urgent nga ayuhon.
322,Mixed,Negative,1,1,SAO,Limited guidance for new organizations. / Hinay ang pagproseso sa permits sa events.
323,Mixed,Positive,2,2,Library,Extended hours during finals were a big help. / Accessible ang e-resources bisan off-campus.
324,Mixed,Positive,2,2,Finance/Scholarships,Discounts were communicated early. / Barato ang tuition ug naa'y payment plans.
325,Mixed,Neutral,0,0,EDP,Response times varied depending on the season. / Nagkalahi ang response time depende sa season.
326,Mixed,Positive,2,2,Laboratories,Safety protocols were enforced well. / Approachable ang lab sup.
327,Mixed,Neutral,0,0,Finance/Scholarships,Fees were expected and comparable to peers. / Kulang ang slots sa scholarships pero klaro ang rules.
328,Mixed,Neutral,0,0,Administration,Most forms were available but required signatures across offices. / Depende sa oras ang kahaba sa linya.
329,Mixed,Neutral,0,0,SAO,SAO communication was average. / Average ra ang communication sa SAO.
330,Mixed,Negative,1,1,Faculty,Office hours were hard to catch. / Naay uban magbasa ra sa slides.
331,Mixed,Negative,1,1,SAO,Limited guidance for new organizations. / Hinay ang pagproseso sa permits sa events.
332,Mixed,Neutral,0,0,Guidance/Counseling,Scheduling required advance planning. / Naay serbisyo basta mangita ka.
333,Mixed,Negative,1,1,Registrar,Queueing system needs improvementment. / Lahi-lahi ug tubag depende kinsa imong pangutan-on.
334,Mixed,Positive,2,2,SAO,Helpful and approachable SAO staff. / Approachable ug tabian ang staff sa SAO.
335,Mixed,Negative,1,1,Faculty,Office hours were hard to catch. / Lahi-lahi ang grading rubrics.
336,Mixed,Negative,1,1,SAO,Slow processing of event permits. / Hinay ang pagproseso sa permits sa events.
337,Mixed,Neutral,0,0,Guidance/Counseling,Services existed if you reached out. / Okay ra ang group sessions para basics.
338,Mixed,Positive,2,2,Faculty,Mentors encouraged research and internships. / Dali ug klaro ang feedback sa outputs.
339,Mixed,Neutral,0,0,Faculty,Availability depended on faculty load. / Depende sa load ang availability.
340,Mixed,Positive,2,2,Faculty,Mentors encouraged research and internships. / Approachable ug naay industry experience ang mga prof.
341,Mixed,Positive,2,2,Library,Quiet spaces and helpful librarians made studying easy. / Accessible ang e-resources bisan off-campus.
342,Mixed,Positive,2,2,Library,Extended hours during finals were a big help. / Nindot ang extended hours during finals.
343,Mixed,Neutral,0,0,Laboratories,Scheduling was tight but workable. / Hugot ang sked pero kaya ra.
344,Mixed,Negative,1,1,Registrar,Queueing system needs improvementment. / Ang queuing system kinahanglan pa og improvement.
345,Mixed,Negative,1,1,EDP,EDP lines were too long during enrollment. / Usahay walay staff para sa urgent nga ayuhon.
346,Mixed,Positive,2,2,Guidance/Counseling,Counselors were empathetic and available by appointment. / Nakatabang ang stress management workshops.
347,Mixed,Neutral,0,0,Library,Library rules were enforced fairly. / Basic pero magamit ang resources.
348,Mixed,Negative,1,1,SAO,Slow processing of event permits. / Hinay ang pagproseso sa permits sa events.
349,Mixed,Neutral,0,0,Laboratories,Scheduling was tight but workable. / Hugot ang sked pero kaya ra.
350,Mixed,Negative,1,1,EDP,EDP lines were too long during enrollment. / System errors sa EDP nakapahinay sa proseso.
351,Mixed,Positive,2,2,Clinic,Clinic was clean and well-stocked. / Limpyo ug kompleto ang gamit sa clinic.
352,Mixed,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable. / Approachable ang lab sup.
353,Mixed,Neutral,0,0,SAO,Interactions were straightforward. / Nagkalahi ang oras sa approval.
354,Mixed,Positive,2,2,Library,E-resources were accessible off-campus. / Nindot ang extended hours during finals.
355,Mixed,Negative,1,1,Registrar,Queueing system needs improvementment. / Molapas sa timeline ang release sa documents.
356,Mixed,Neutral,0,0,Guidance/Counseling,Scheduling required advance planning. / Kinahanglan daan ang schedule.
357,Mixed,Neutral,0,0,Clinic,Check-ups were short but sufficient. / Sakto ra ang serbisyo sa clinic para basics.
358,Mixed,Positive,2,2,Administration,Policy updates were communicated clearly. / Responsive ang admin labi na duol na ang deadlines.
359,Mixed,Negative,1,1,SAO,Limited guidance for new organizations. / Hinay ang pagproseso sa permits sa events.
360,Mixed,Neutral,0,0,Registrar,Email replies were concise but short. / Standard ang requirements.
361,Mixed,Negative,1,1,Registrar,Inconsistent requirements depending on who you ask. / Ang queuing system kinahanglan pa og improvement.
362,Mixed,Neutral,0,0,Clinic,Check-ups were short but sufficient. / Mubo pero igo ra ang check-up.
363,Mixed,Positive,2,2,Guidance/Counseling,Counselors were empathetic and available by appointment. / Empathetic ang counselors ug by appointment.
364,Mixed,Neutral,0,0,Faculty,Availability depended on faculty load. / Mas klaro kung naay rubrics.
365,Mixed,Positive,2,2,Administration,Admin staff were responsive during deadlines. / Klaro ang pag-announce sa mga polisiya.
366,Mixed,Positive,2,2,Administration,Admin staff were responsive during deadlines. / Klaro ang pag-announce sa mga polisiya.
367,Mixed,Positive,2,2,Laboratories,Labs had updated equipment for core courses. / Approachable ang lab sup.
368,Mixed,Positive,2,2,Laboratories,Labs had updated equipment for core courses. / Approachable ang lab sup.
369,Mixed,Positive,2,2,Clinic,Clinic staff were caring and professional. / Limpyo ug kompleto ang gamit sa clinic.
370,Mixed,Negative,1,1,Finance/Scholarships,Billing statements had occasional discrepancies. / Naay discrepancies sa billing usahay.
371,Mixed,Negative,1,1,Registrar,Queueing system needs improvementment. / Molapas sa timeline ang release sa documents.
372,Mixed,Neutral,0,0,Guidance/Counseling,Services existed if you reached out. / Naay serbisyo basta mangita ka.
373,Mixed,Neutral,0,0,EDP,Response times varied depending on the season. / Nagkalahi ang response time depende sa season.
374,Mixed,Negative,1,1,Library,Catalog search was sometimes down. / Kulang ang lingkuranan ug aircon sa peak days.
375,Mixed,Negative,1,1,Laboratories,Some equipment was shared among too many sections. / Usahay dili consistent ang aircon sa labs.
376,Mixed,Positive,2,2,Laboratories,Safety protocols were enforced well. / Musunod sa safety protocols.
377,Mixed,Neutral,0,0,Library,"Printing services worked, with occasional delays. / Muli ang printing usahay."
378,Mixed,Negative,1,1,Clinic,Small space made it crowded at times. / Gamay ra ang lugar ug dali mapuno.
379,Mixed,Negative,1,1,Laboratories,Broken apparatus took time to replace. / Dugay mapulihan ang naguba nga apparatus.
380,Mixed,Positive,2,2,Laboratories,Labs had updated equipment for core courses. / Approachable ang lab sup.
381,Mixed,Negative,1,1,Registrar,Inconsistent requirements depending on who you ask. / Lahi-lahi ug tubag depende kinsa imong pangutan-on.
382,Mixed,Negative,1,1,Guidance/Counseling,Slots filled up fast during exam weeks. / Dali mapuno ang slots during exams.
383,Mixed,Positive,2,2,Laboratories,lab sup were approachable and knowledgeable. / Approachable ang lab sup.
