shs_gpa,coll_gpa,age,sex,is_boarding,is_living_with_family,is_province,is_scholar,father_educ,mother_educ,financial_status,IS_GRADUATE,feedback,sentiments,Department
1.7,2,25,0,0,1,0,1,4,2,3,Completed,The SAO staff are friendly and approachable.,2,SAO
1.8,1.6,25,0,0,1,0,1,4,4,4,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,SAO
1.7,1.7,26,0,0,1,0,1,3,3,4,Completed,Classes are well-organized and engaging.,2,College Department
1.4,2,27,0,0,1,0,1,3,3,4,Completed,The facilities in our department are well-maintained.,2,College Department
1.6,3,26,0,1,0,1,0,4,3,3,Not Completed,Lack of student engagement programs.,1,SAO
1.6,1.8,26,0,0,1,0,1,3,3,4,Completed,"Maayo man ang ilang mga events, pero naay uban na walay klaro.",0,SAO
1.4,2.4,27,0,0,1,1,1,4,4,2,Completed,Dugay kaayo mo-process ug payments.,1,Accounting
2.2,2.1,26,1,1,0,1,0,4,4,2,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
2.2,1.8,25,1,1,0,1,0,2,2,3,Completed,Classes are well-organized and engaging.,2,College Department
1.8,1.9,26,0,1,0,1,0,4,2,2,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,1.6,26,0,0,1,0,1,4,2,4,Completed,"The courses are okay, but could use more hands-on activities.",0,College Department
2,2.2,28,0,0,1,1,1,3,2,4,Completed,Some professors are hard to approach.,1,College Department
1.8,1.9,25,0,1,0,0,0,4,2,4,Completed,The student activities are well-organized and fun.,2,SAO
1.6,2.8,26,0,0,1,0,0,4,4,2,Not Completed,"The fees are fair, but could be more transparent.",0,Accounting
2,2,27,0,0,1,0,1,2,2,2,Completed,The staff are sometimes rude.,1,Accounting
1.4,1.8,26,0,0,1,0,1,4,3,3,Completed,There are both good and bad experiences in this department.,0,College Department
1.8,1.9,27,1,1,0,1,1,4,3,3,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,SAO
1.7,1.9,26,1,0,1,0,0,2,2,3,Completed,The staff are sometimes rude.,1,Accounting
1.7,1.8,26,1,1,0,1,1,4,3,4,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.9,1.8,26,1,0,1,1,1,4,3,3,Completed,The staff are sometimes rude.,1,Accounting
2,1.8,26,0,0,1,0,1,3,2,4,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.5,2.1,26,1,0,1,1,0,4,3,2,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
2.2,2.5,26,0,0,1,0,1,4,4,3,Not Completed,The SAO staff are friendly and approachable.,2,SAO
1.9,1.9,26,1,0,1,0,1,4,4,4,Completed,Dili klaro ang process sa pagkuha ug event permits.,1,SAO
2.1,1.7,26,0,0,1,0,1,4,3,4,Completed,The SAO staff are friendly and approachable.,2,SAO
1.6,1.7,26,1,0,1,1,0,2,2,2,Completed,Usahay dugay mo-action ang SAO sa concerns sa students.,1,SAO
2.4,2.2,25,1,1,0,1,1,4,4,4,Completed,The SAO staff are friendly and approachable.,2,SAO
2.1,1.9,26,0,1,0,1,1,4,3,2,Not Completed,Lack of student engagement programs.,1,SAO
1.6,3.5,27,0,0,1,1,1,4,3,2,Not Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,SAO
2.3,2.2,26,1,0,1,0,0,4,3,3,Not Completed,The SAO staff are friendly and approachable.,2,SAO
1.3,2,25,0,0,1,0,0,4,4,3,Not Completed,"The fees are fair, but could be more transparent.",0,Accounting
2.4,2,26,1,0,1,0,1,4,4,4,Not Completed,The office can be disorganized at times.,1,SAO
1.7,1.5,26,0,0,1,0,1,4,3,2,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.4,3.3,26,0,0,1,1,0,4,3,4,Not Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.9,3.5,26,0,0,1,0,0,4,4,3,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
2,1.8,26,1,1,0,1,0,4,3,2,Completed,They provide great support for student organizations.,2,SAO
2,2.1,26,0,0,1,0,1,4,4,4,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,2.4,26,0,0,1,0,1,3,2,4,Completed,Classes are well-organized and engaging.,2,College Department
1.7,2.2,26,0,0,1,0,0,4,3,4,Completed,Accounting services are okay but could be improved.,0,Accounting
2.2,2.5,27,1,0,1,0,0,3,2,4,Not Completed,Billing statements are always clear and detailed.,2,Accounting
1.9,5,27,1,0,1,1,0,4,3,2,Not Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
2.1,2.6,26,1,1,0,1,1,3,2,4,Not Completed,The facilities in our department are well-maintained.,2,College Department
1.7,2.9,26,0,0,1,0,0,3,2,3,Not Completed,There are both good and bad experiences in this department.,0,College Department
1.8,2,27,1,0,1,0,1,4,3,4,Completed,Long lines at the accounting office.,1,Accounting
1.6,2.1,25,0,0,1,1,0,2,2,2,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.3,2.6,26,0,0,1,1,1,4,3,4,Completed,The office can be disorganized at times.,1,SAO
1.6,2.5,25,1,0,1,1,0,4,3,3,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.9,4,25,0,0,1,0,0,4,4,2,Not Completed,The student activities are well-organized and fun.,2,SAO
1.8,1.6,25,0,1,0,0,1,4,4,2,Completed,The student activities are well-organized and fun.,2,SAO
1.7,1.5,25,0,0,1,0,1,4,4,3,Completed,"Walay problema sa pagbayad, pero usahay dugay lang ang resibo.",0,Accounting
2.3,1.7,26,0,0,1,0,1,4,3,4,Completed,Some professors are hard to approach.,1,College Department
1.7,1.6,25,0,0,1,0,1,4,3,2,Completed,The facilities in our department are well-maintained.,2,College Department
1.9,3.5,25,0,0,1,0,1,3,2,2,Not Completed,There are both good and bad experiences in this department.,0,College Department
2.2,2,26,1,0,1,0,1,4,3,2,Completed,"Maayo man ang ilang mga events, pero naay uban na walay klaro.",0,SAO
1.8,2.8,27,1,0,1,0,0,4,3,3,Not Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
1.5,1.9,26,0,0,1,1,1,3,2,2,Completed,They provide great support for student organizations.,2,SAO
2.3,1.7,28,0,0,1,0,1,3,2,3,Not Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,SAO
1.6,1.8,25,0,0,1,1,1,4,4,4,Not Completed,Classes are well-organized and engaging.,2,College Department
1.7,2.2,26,0,0,1,0,0,4,4,2,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.6,1.8,27,1,0,1,0,1,4,3,3,Completed,The accounting office processes payments quickly.,2,Accounting
1.9,1.7,27,1,1,0,1,1,4,4,4,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
2.1,3.6,28,0,0,1,1,1,4,4,2,Not Completed,The facilities in our department are well-maintained.,2,College Department
1.8,4.3,26,0,1,0,1,0,4,4,3,Not Completed,The student activities are well-organized and fun.,2,SAO
1.6,1.8,26,0,0,1,0,1,4,4,3,Completed,The facilities in our department are well-maintained.,2,College Department
1.6,1.8,26,1,0,1,0,1,4,4,2,Completed,They provide great support for student organizations.,2,SAO
1.8,1.9,25,0,0,1,0,1,4,3,3,Completed,Dugay kaayo mo-process ug payments.,1,Accounting
1.8,1.9,27,0,0,1,0,1,4,4,4,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.9,1.7,26,0,1,0,1,1,4,4,4,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.9,2.4,25,1,0,1,0,1,4,4,4,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,SAO
1.8,2.3,26,0,0,1,1,0,4,3,3,Completed,"Ang schedule sa klase sakto ra, pero usahay conflict sa uban subjects.",0,College Department
1.7,1.9,27,0,0,1,0,1,3,2,4,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.6,2.5,26,0,0,1,1,1,4,3,4,Completed,The facilities in our department are well-maintained.,2,College Department
1.9,2.1,26,1,0,1,1,1,4,4,3,Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
2.2,1.9,25,0,0,1,0,1,4,3,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.8,1.9,26,0,1,0,1,0,4,3,4,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.8,2,26,0,0,1,0,1,4,4,4,Completed,The staff are sometimes rude.,1,Accounting
2.3,1.9,26,1,0,1,0,0,4,2,4,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,1.7,26,0,0,1,0,1,3,2,4,Completed,The office can be disorganized at times.,1,SAO
2.2,1.6,26,1,0,1,0,1,4,4,2,Completed,Some professors are hard to approach.,1,College Department
1.5,1.9,25,0,0,1,0,1,4,3,4,Completed,They provide great support for student organizations.,2,SAO
1.6,2.2,26,0,0,1,1,0,4,4,4,Completed,Classes are well-organized and engaging.,2,College Department
2.2,4.6,26,1,1,0,1,0,4,3,4,Not Completed,The student activities are well-organized and fun.,2,SAO
1.4,2.8,26,0,0,1,0,0,2,2,3,Not Completed,The student activities are well-organized and fun.,2,SAO
1.6,2.4,26,0,0,1,1,1,4,3,4,Completed,Classes are well-organized and engaging.,2,College Department
1.8,2.1,25,1,0,1,0,1,4,4,3,Completed,The staff are helpful in explaining tuition fees.,2,Accounting
2,4.4,26,0,1,0,1,0,2,2,4,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
2,2.1,26,1,0,1,0,0,4,3,3,Not Completed,The accounting office processes payments quickly.,2,Accounting
1.7,1.9,26,0,0,1,0,1,4,4,4,Completed,Classes are well-organized and engaging.,2,College Department
1.6,2.1,25,0,0,1,0,1,4,4,3,Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.9,2.4,25,1,0,1,0,1,4,3,4,Completed,The accounting office processes payments quickly.,2,Accounting
1.4,2.5,26,0,0,1,0,0,2,2,4,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.9,2,26,0,0,1,0,1,2,2,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.7,1.9,26,0,0,1,0,1,4,4,4,Completed,The student activities are well-organized and fun.,2,SAO
2,2,26,1,0,1,0,1,4,4,3,Completed,"Ang schedule sa klase sakto ra, pero usahay conflict sa uban subjects.",0,College Department
2,2.8,26,0,0,1,0,0,4,3,2,Not Completed,"Some activities are fun, but others are not well-planned.",0,SAO
1.5,2.4,26,0,0,1,1,1,3,2,2,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.7,2.5,25,0,0,1,1,1,4,3,2,Completed,Lack of student engagement programs.,1,SAO
1.8,2.7,26,1,0,1,0,1,4,3,3,Not Completed,The facilities in our department are well-maintained.,2,College Department
2,3.6,26,1,0,1,0,1,4,2,3,Not Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,SAO
1.7,1.9,26,0,0,1,0,1,4,3,2,Completed,The SAO staff are friendly and approachable.,2,SAO
1.7,2.1,25,1,1,0,1,0,3,2,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
2.1,2.1,26,1,0,1,0,1,2,2,3,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.7,3.6,27,1,0,1,0,1,4,3,3,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.9,2.2,25,1,0,1,0,1,3,2,2,Completed,Long lines at the accounting office.,1,Accounting
2.4,2.7,27,1,0,1,0,0,4,4,3,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
1.4,1.8,27,0,1,0,1,0,4,4,3,Completed,There are both good and bad experiences in this department.,0,College Department
1.9,4.4,27,1,0,1,0,0,4,4,4,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.6,4.4,26,0,0,1,0,1,3,2,2,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
2,2.3,26,1,0,1,0,1,4,3,3,Not Completed,Some professors are hard to approach.,1,College Department
2.3,1.9,28,0,0,1,1,1,4,3,4,Completed,The accounting office processes payments quickly.,2,Accounting
2,3.8,25,0,0,1,0,1,4,2,2,Not Completed,They provide great support for student organizations.,2,SAO
1.8,4.6,25,1,0,1,1,0,4,3,2,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.6,1.7,27,0,0,1,0,1,4,4,2,Completed,The SAO staff are friendly and approachable.,2,SAO
2,2.3,26,1,1,0,1,1,4,4,3,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.6,2.1,26,1,0,1,1,1,4,3,4,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
2.4,3.7,25,1,0,1,1,1,4,2,3,Not Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
2,2.2,26,0,0,1,0,1,2,2,3,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.4,2.1,26,0,1,0,1,1,4,2,2,Completed,Classes are well-organized and engaging.,2,College Department
2,1.9,25,1,0,1,0,0,2,2,3,Not Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.7,2,25,0,0,1,0,1,4,3,3,Completed,Long lines at the accounting office.,1,Accounting
2.1,1.9,26,1,0,1,1,0,4,3,2,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
2.5,2,26,1,0,1,0,1,4,3,4,Completed,The facilities in our department are well-maintained.,2,College Department
2,2,26,0,0,1,1,1,4,4,4,Not Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,SAO
1.8,2.1,25,0,1,0,1,0,4,4,4,Completed,The classrooms are sometimes overcrowded.,1,College Department
2,2.4,26,1,0,1,1,0,4,3,4,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,SAO
1.7,2.1,26,0,0,1,0,0,4,4,4,Not Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
2.2,3.5,26,1,0,1,1,1,4,2,4,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
2.2,2.3,31,1,0,1,0,1,4,4,4,Completed,Billing statements are always clear and detailed.,2,Accounting
1.8,2.3,26,0,0,1,0,1,2,2,3,Completed,The office can be disorganized at times.,1,SAO
1.8,1.9,25,0,1,0,1,0,2,2,2,Completed,Dili klaro ang process sa pagkuha ug event permits.,1,SAO
2,1.9,26,1,1,0,1,1,4,3,4,Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
2.3,2.1,26,0,0,1,1,1,4,3,2,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
1.6,2.3,27,1,0,1,0,1,4,4,4,Completed,There are hidden charges that are not explained properly.,1,Accounting
